id,Покупательская_активность,Тип_сервиса,Разрешить_сообщать,Маркет_актив_6_мес,Маркет_актив_тек_мес,Длительность,Акционные_покупки,Популярная_категория,Средний_просмотр_категорий_за_визит,Неоплаченные_продукты_штук_квартал,Ошибка_сервиса,Страниц_за_визит,Выручка_позапрошлая,Выручка_прошлая,Выручка_текущая,Активность,"Время_прошлый,мин","Время_текущий,мин"
215995,Прежний уровень,стандарт,да,5.3,5,348,0.14,Товары для детей,4,4,6,14,4991.0,5073.0,5131.5,Активен,20,11
215996,Прежний уровень,премиум,да,4.4,3,807,0.14,Мелкая бытовая техника и электроника,5,1,3,9,4667.0,4284.5,4083.0,Активен,11,22
215997,Прежний уровень,премиум,да,5.5,4,466,0.16,Товары для детей,3,4,1,13,4817.0,4770.0,4940.3,Активен,21,15
215998,Прежний уровень,премиум,да,4.4,4,959,0.13,Мелкая бытовая техника и электроника,6,1,3,6,4342.0,4342.0,4472.0,Активен,12,21
215999,Прежний уровень,стандарт,да,4.3,3,768,0.18,Кухонная посуда,3,0,3,9,4703.0,4961.0,5314.6,Активен,14,11
216000,Прежний уровень,стандарт,да,3.3,5,372,0.25,Кухонная посуда,2,2,5,8,5241.0,5289.0,5460.6,Активен,15,14
216001,Прежний уровень,премиум,да,5.3,3,973,0.17,Домашний текстиль,4,2,4,11,4541.0,5700.5,6835.4,Активен,12,13
216002,Прежний уровень,стандарт,да,4.9,4,435,0.23,Косметика и аксесуары,3,2,5,7,4727.0,5796.5,6853.4,Активен,18,19
216003,Прежний уровень,премиум,да,5.5,5,913,0.25,Кухонная посуда,3,1,7,10,4833.0,3903.0,3227.0,Активен,17,23
216004,Прежний уровень,стандарт,нет,3.5,3,635,0.16,Техника для красоты и здоровья,4,1,9,9,5249.0,6029.0,5483.0,Активен,20,17
216005,Прежний уровень,стандарт,да,4.3,3,791,0.11,Товары для детей,5,1,4,10,5030.0,5345.0,5202.0,Активен,17,13
216006,Прежний уровень,стандарт,нет,4.9,3,248,0.3,Техника для красоты и здоровья,3,3,0,15,4846.0,4791.0,4969.1,Активен,15,11
216007,Прежний уровень,стандарт,да,5.5,4,920,0.3,Техника для красоты и здоровья,3,1,8,10,4429.0,3390.0,4420.9,Активен,12,4
216008,Прежний уровень,стандарт,да,6.1,4,953,0.26,Домашний текстиль,5,2,5,10,4999.0,5690.5,6419.8,Активен,8,8
216009,Прежний уровень,стандарт,да,3.3,4,965,0.21,Косметика и аксесуары,2,1,2,5,4591.0,5029.0,5538.6,Активен,13,17
216010,Прежний уровень,стандарт,да,4.9,3,907,0.16,Домашний текстиль,4,1,5,9,5028.0,4719.0,4581.2,Активен,17,10
216011,Прежний уровень,премиум,да,5.6,4,793,0.21,Домашний текстиль,5,2,1,11,4893.0,5934.0,6966.2,Активен,12,10
216012,Прежний уровень,премиум,да,4.9,3,576,0.44,Кухонная посуда,3,0,2,9,4771.0,5333.5,5951.0,Активен,13,18
216013,Прежний уровень,стандарт,нет,6.1,3,312,0.47,Домашний текстиль,3,1,2,12,5518.0,5324.5,5286.8,Активен,13,13
216014,Прежний уровень,стандарт,да,4.2,4,382,0.25,Мелкая бытовая техника и электроника,5,1,5,8,5140.0,5176.0,5337.2,Активен,19,16
216015,Прежний уровень,стандарт,да,5.4,3,629,0.21,Домашний текстиль,6,1,6,6,5492.0,4466.0,3706.8,Активен,15,19
216016,Прежний уровень,стандарт,да,4.1,3,495,0.16,Мелкая бытовая техника и электроника,3,3,5,8,4958.0,4358.0,3968.0,Активен,17,12
216017,Прежний уровень,стандарт,да,5.5,4,493,0.25,Товары для детей,3,3,4,8,4496.0,3841.0,4539.1,Активен,16,10
216018,Прежний уровень,стандарт,нет,3.3,4,304,0.15,Мелкая бытовая техника и электроника,5,3,4,5,4440.0,5005.5,5625.6,Активен,18,11
216019,Прежний уровень,стандарт,да,5.2,4,746,0.16,Техника для красоты и здоровья,3,3,4,9,4711.0,3670.0,4702.2,Активен,15,16
216020,Прежний уровень,стандарт,нет,5.1,5,272,0.28,Товары для детей,5,4,3,13,4736.0,4693.0,4860.7,Активен,8,15
216021,Прежний уровень,премиум,нет,3.9,4,485,0.28,Техника для красоты и здоровья,2,0,5,12,4660.0,4143.0,4721.5,Активен,16,8
216022,Прежний уровень,стандарт,да,4.5,4,662,0.16,Домашний текстиль,4,2,3,13,4981.0,4906.0,4971.0,Активен,18,11
216023,Прежний уровень,стандарт,да,4.9,5,271,0.3,Товары для детей,6,5,5,5,4338.0,3722.0,4386.3,Активен,16,15
216024,Прежний уровень,стандарт,да,2.6,4,389,0.17,Домашний текстиль,2,2,6,7,5615.0,4847.0,4311.4,Активен,20,14
216025,Прежний уровень,стандарт,да,3.3,5,307,0.24,Товары для детей,6,4,4,10,5123.0,4970.0,5232.6,Активен,8,12
216026,Прежний уровень,стандарт,нет,2.6,3,639,0.23,Домашний текстиль,3,2,7,9,5030.0,4941.5,4994.8,Активен,14,15
216027,Прежний уровень,стандарт,нет,5.3,4,403,0.3,Домашний текстиль,4,2,9,11,5534.0,5033.0,4728.8,Активен,20,21
216028,Прежний уровень,премиум,да,5.6,4,775,0.28,Домашний текстиль,5,3,3,16,4694.0,4785.5,4994.8,Активен,10,20
216029,Прежний уровень,стандарт,да,3.9,5,370,0.16,Товары для детей,4,2,4,11,4837.0,4188.0,4880.9,Активен,17,15
216030,Прежний уровень,стандарт,да,3.3,4,475,0.26,Мелкая бытовая техника и электроника,3,1,5,7,5298.0,4914.0,4711.2,Активен,15,14
216031,Прежний уровень,премиум,да,4.9,3,570,0.2,Домашний текстиль,4,1,3,3,4770.0,4903.5,5149.2,Активен,20,11
216032,Прежний уровень,стандарт,нет,5.5,4,628,0.33,Товары для детей,3,1,4,8,5168.0,5651.0,5362.4,Активен,19,19
216033,Прежний уровень,стандарт,да,5.4,4,387,0.11,Техника для красоты и здоровья,2,2,6,11,5043.0,4403.0,5088.1,Активен,15,16
216034,Прежний уровень,стандарт,да,3.9,4,735,0.17,Мелкая бытовая техника и электроника,3,0,8,8,5026.0,5218.0,5514.4,Активен,15,14
216035,Прежний уровень,премиум,нет,3.8,4,570,0.14,Товары для детей,2,1,2,13,4763.0,3615.0,4739.5,Активен,16,13
216036,Прежний уровень,стандарт,нет,4.3,4,671,0.3,Техника для красоты и здоровья,5,2,8,11,4592.0,4585.0,4721.5,Активен,14,9
216037,Прежний уровень,стандарт,да,4.4,4,558,0.14,Косметика и аксесуары,6,2,1,11,4587.0,4803.0,5120.2,Активен,8,18
216038,Прежний уровень,премиум,нет,4.1,5,179,0.26,Товары для детей,3,2,2,12,5123.0,4930.0,5227.7,Активен,18,11
216039,Прежний уровень,премиум,да,4.2,4,919,0.14,Домашний текстиль,3,2,5,20,4451.0,4988.0,5583.4,Активен,16,17
216040,Прежний уровень,стандарт,да,6.6,5,556,0.16,Техника для красоты и здоровья,5,4,5,15,5003.0,3929.0,4989.8,Активен,14,6
216041,Прежний уровень,стандарт,нет,2.6,4,498,0.16,Мелкая бытовая техника и электроника,3,4,1,10,4637.0,5277.5,5962.6,Активен,13,8
216042,Прежний уровень,стандарт,да,3.8,4,168,0.24,Товары для детей,6,3,2,10,4433.0,4363.0,4554.1,Активен,17,17
216043,Прежний уровень,стандарт,да,4.0,4,577,0.25,Товары для детей,3,3,2,14,4797.0,4488.0,4885.8,Активен,17,12
216044,Прежний уровень,стандарт,да,5.5,4,347,0.13,Мелкая бытовая техника и электроника,3,5,6,5,4945.0,4885.0,4963.0,Активен,16,13
216045,Прежний уровень,стандарт,да,5.6,5,190,0.15,Домашний текстиль,3,3,3,17,5109.0,5152.5,5320.2,Активен,13,11
216046,Прежний уровень,премиум,да,5.5,4,170,0.28,Домашний текстиль,4,5,3,11,4840.0,5225.5,5689.6,Активен,21,20
216047,Прежний уровень,премиум,да,3.9,4,572,0.14,Мелкая бытовая техника и электроника,4,2,2,6,5194.0,5696.5,6262.0,Активен,16,18
216048,Прежний уровень,стандарт,да,5.2,5,153,0.14,Техника для красоты и здоровья,6,3,3,9,5574.0,5544.0,5700.0,Активен,15,20
216049,Прежний уровень,стандарт,да,5.0,4,908,0.16,Домашний текстиль,4,3,0,9,4971.0,4468.5,4163.0,Активен,15,16
216050,Прежний уровень,стандарт,нет,5.1,3,613,0.27,Домашний текстиль,4,1,3,12,5573.0,5556.5,5672.2,Активен,14,16
216051,Прежний уровень,премиум,нет,4.4,4,486,0.12,Мелкая бытовая техника и электроника,3,1,2,11,4882.0,4481.5,4264.4,Активен,18,14
216052,Прежний уровень,стандарт,да,4.3,4,925,0.13,Мелкая бытовая техника и электроника,3,0,5,10,5408.0,5898.5,6453.6,Активен,12,18
216053,Прежний уровень,стандарт,да,5.3,4,524,0.11,Товары для детей,5,3,5,6,5145.0,5145.0,5275.0,Активен,12,19
216054,Прежний уровень,стандарт,нет,5.0,5,259,0.13,Домашний текстиль,3,3,4,9,5012.0,5964.5,6920.0,Активен,15,11
216055,Прежний уровень,стандарт,да,4.4,3,600,0.13,Товары для детей,3,0,4,10,5166.0,5154.0,5294.4,Активен,16,9
216056,Прежний уровень,премиум,да,4.6,4,871,0.39,Мелкая бытовая техника и электроника,5,2,2,10,5442.0,4636.5,4068.4,Активен,10,16
216057,Прежний уровень,стандарт,нет,5.5,4,765,0.14,Товары для детей,4,3,6,9,4730.0,5702.0,4989.6,Активен,8,8
216058,Прежний уровень,стандарт,нет,5.2,3,1051,0.19,Товары для детей,2,1,4,6,5289.0,4722.0,5343.4,Активен,12,14
216059,Прежний уровень,премиум,да,4.0,4,861,0.14,Техника для красоты и здоровья,3,4,4,11,4674.0,5290.0,4885.7,Активен,15,6
216060,Прежний уровень,премиум,да,4.2,5,1031,0.21,Домашний текстиль,5,5,9,12,4792.0,4693.0,4737.2,Активен,19,14
216061,Прежний уровень,премиум,да,4.8,4,851,0.18,Косметика и аксесуары,2,1,6,12,4802.0,5499.5,6234.0,Активен,10,15
216062,Прежний уровень,стандарт,нет,3.9,4,311,0.26,Кухонная посуда,3,1,4,10,4451.0,5534.0,6602.6,Активен,13,9
216063,Прежний уровень,премиум,да,5.2,4,982,0.28,Техника для красоты и здоровья,2,2,4,12,4479.0,4074.0,4555.0,Активен,15,22
216064,Прежний уровень,премиум,да,4.3,4,732,0.11,Домашний текстиль,2,4,5,6,5379.0,5556.0,5839.4,Активен,20,18
216065,Прежний уровень,стандарт,да,4.1,5,192,0.24,Косметика и аксесуары,4,4,6,16,4357.0,5233.0,6122.2,Активен,14,12
216066,Прежний уровень,стандарт,нет,3.7,5,628,0.23,Мелкая бытовая техника и электроника,4,2,8,5,4987.0,4831.0,4825.8,Активен,12,9
216067,Прежний уровень,премиум,да,3.9,4,865,0.24,Товары для детей,3,5,2,11,4866.0,5533.0,5084.5,Активен,18,14
216068,Прежний уровень,стандарт,нет,3.9,3,1026,0.21,Товары для детей,2,2,8,13,5035.0,5366.0,5208.7,Активен,17,9
216069,Прежний уровень,стандарт,да,5.5,4,1052,0.24,Домашний текстиль,2,3,6,17,4959.0,5217.0,5570.6,Активен,18,11
216070,Прежний уровень,премиум,да,3.9,4,379,0.24,Мелкая бытовая техника и электроника,4,1,4,11,4771.0,4010.5,3481.4,Активен,19,21
216071,Прежний уровень,стандарт,да,5.5,5,930,0.17,Косметика и аксесуары,3,3,3,6,4341.0,4812.0,5350.2,Активен,16,11
216072,Прежний уровень,стандарт,да,4.7,3,906,0.22,Техника для красоты и здоровья,3,4,2,6,4408.0,4616.0,4565.3,Активен,9,15
216073,Прежний уровень,стандарт,нет,5.4,4,226,0.28,Мелкая бытовая техника и электроника,6,0,7,14,5155.0,5104.0,5189.8,Активен,9,20
216074,Прежний уровень,премиум,да,3.7,3,828,0.14,Товары для детей,3,3,3,7,5362.0,5094.0,5456.7,Активен,18,12
216075,Прежний уровень,стандарт,да,3.6,5,505,0.26,Косметика и аксесуары,6,1,3,15,5433.0,5137.5,5011.4,Активен,19,17
216076,Прежний уровень,стандарт,да,5.1,3,460,0.28,Техника для красоты и здоровья,3,0,4,14,5363.0,4900.0,5431.7,Активен,15,14
216077,Прежний уровень,премиум,да,4.9,4,763,0.25,Мелкая бытовая техника и электроника,2,2,2,17,4856.0,5559.5,6299.2,Активен,11,13
216078,Прежний уровень,стандарт,да,3.6,5,751,0.3,Мелкая бытовая техника и электроника,5,3,5,12,4859.0,4542.5,4398.2,Активен,12,21
216079,Прежний уровень,стандарт,нет,4.0,4,297,0.23,Товары для детей,2,4,3,10,5083.0,4284.0,5106.9,Активен,16,10
216080,Прежний уровень,стандарт,да,5.7,3,804,0.33,Мелкая бытовая техника и электроника,3,3,6,9,4658.0,4994.0,5415.2,Активен,12,18
216081,Прежний уровень,стандарт,нет,5.3,4,527,0.3,Домашний текстиль,5,2,4,10,5122.0,4486.0,4064.8,Активен,18,10
216082,Прежний уровень,стандарт,нет,4.0,3,414,0.23,Домашний текстиль,6,1,6,13,5145.0,4224.0,3555.8,Активен,14,14
216083,Прежний уровень,стандарт,да,4.4,5,623,0.28,Мелкая бытовая техника и электроника,2,2,6,17,4773.0,5994.0,7182.2,Активен,20,11
216084,Прежний уровень,премиум,да,5.5,5,1022,0.3,Техника для красоты и здоровья,4,1,7,13,4952.0,4902.0,5074.9,Активен,15,17
216085,Прежний уровень,премиум,да,3.8,3,755,0.13,Мелкая бытовая техника и электроника,4,5,4,15,4752.0,5344.5,5988.0,Активен,11,15
216086,Прежний уровень,стандарт,нет,4.3,3,494,0.25,Косметика и аксесуары,2,3,4,4,4667.0,4755.5,4962.2,Активен,16,15
216087,Прежний уровень,стандарт,нет,5.1,4,166,0.31,Товары для детей,5,1,5,9,4926.0,5140.0,5084.1,Активен,14,13
216088,Прежний уровень,стандарт,нет,4.7,4,946,0.18,Косметика и аксесуары,3,1,4,9,5235.0,5137.5,5183.0,Активен,15,21
216089,Прежний уровень,стандарт,нет,4.6,4,561,0.2,Товары для детей,4,3,1,14,4953.0,5437.0,5986.9,Активен,7,6
216090,Прежний уровень,стандарт,нет,5.5,4,793,0.27,Косметика и аксесуары,3,0,3,7,5320.0,5359.0,5522.8,Активен,10,18
216091,Прежний уровень,стандарт,да,5.5,5,162,0.25,Косметика и аксесуары,6,3,2,16,4534.0,5299.0,6092.0,Активен,12,13
216092,Прежний уровень,стандарт,да,4.3,5,1035,0.25,Мелкая бытовая техника и электроника,5,2,7,5,4678.0,5194.0,5771.2,Активен,17,20
216093,Прежний уровень,стандарт,да,5.5,4,856,0.17,Техника для красоты и здоровья,3,2,7,13,4466.0,4475.0,4597.2,Активен,20,15
216094,Прежний уровень,стандарт,нет,6.3,5,215,0.24,Техника для красоты и здоровья,5,1,2,8,4590.0,3413.0,4563.5,Активен,12,14
216095,Прежний уровень,стандарт,да,5.8,4,978,0.36,Кухонная посуда,2,0,4,6,4935.0,4917.0,5031.4,Активен,17,14
216096,Прежний уровень,стандарт,да,5.3,5,479,0.3,Кухонная посуда,4,4,7,10,4543.0,5182.0,5865.8,Активен,19,14
216097,Прежний уровень,стандарт,да,5.0,4,698,0.27,Кухонная посуда,4,3,2,8,4470.0,5353.5,6249.2,Активен,15,6
216098,Прежний уровень,стандарт,да,4.2,4,670,0.16,Мелкая бытовая техника и электроника,4,4,8,7,4513.0,3848.5,3402.6,Активен,15,13
216099,Прежний уровень,стандарт,да,4.2,5,673,0.14,Товары для детей,3,2,7,9,5261.0,5420.0,5412.2,Активен,20,14
216100,Прежний уровень,стандарт,нет,2.6,3,497,0.28,Техника для красоты и здоровья,3,1,5,8,4985.0,5409.0,5171.1,Активен,11,12
216101,Прежний уровень,стандарт,нет,5.4,5,165,0.11,Техника для красоты и здоровья,3,5,3,11,4961.0,4093.0,4975.7,Активен,15,11
216102,Прежний уровень,стандарт,да,4.1,4,511,0.25,Кухонная посуда,4,0,4,6,5046.0,4498.5,4154.0,Активен,15,22
216103,Прежний уровень,стандарт,нет,5.7,4,528,0.17,Мелкая бытовая техника и электроника,3,2,3,8,4942.0,6194.5,7410.0,Активен,15,12
216104,Прежний уровень,стандарт,нет,4.1,4,629,0.13,Домашний текстиль,3,0,6,14,5375.0,4626.5,4107.8,Активен,14,17
216105,Прежний уровень,премиум,да,4.0,3,869,0.16,Домашний текстиль,5,2,7,14,4754.0,5496.5,6270.0,Активен,11,13
216106,Прежний уровень,стандарт,да,4.4,5,360,0.28,Товары для детей,4,4,3,11,4454.0,3865.0,4739.9,Активен,14,12
216107,Прежний уровень,премиум,да,4.0,4,699,0.28,Техника для красоты и здоровья,3,1,1,6,4550.0,3619.0,4556.3,Активен,11,15
216108,Прежний уровень,стандарт,да,3.6,4,874,0.28,Косметика и аксесуары,3,1,4,6,4918.0,4333.0,3956.0,Активен,20,20
216109,Прежний уровень,премиум,да,4.4,3,1038,0.28,Кухонная посуда,2,1,1,6,5178.0,5304.0,5543.2,Активен,12,13
216110,Прежний уровень,премиум,да,5.1,4,549,0.24,Товары для детей,2,5,6,12,4489.0,4729.0,4651.0,Активен,18,12
216111,Прежний уровень,стандарт,да,4.4,5,395,0.24,Товары для детей,5,2,4,18,4809.0,4370.0,4880.9,Активен,15,7
216112,Прежний уровень,стандарт,да,4.6,3,179,0.21,Мелкая бытовая техника и электроника,5,1,4,4,5428.0,5311.0,5339.6,Активен,15,15
216113,Прежний уровень,стандарт,да,5.1,4,797,0.25,Мелкая бытовая техника и электроника,4,5,1,8,4383.0,4828.5,5344.6,Активен,12,20
216114,Прежний уровень,премиум,да,4.9,5,637,0.16,Косметика и аксесуары,4,1,3,8,5067.0,4414.5,3979.0,Активен,20,12
216115,Прежний уровень,стандарт,нет,4.4,4,808,0.17,Мелкая бытовая техника и электроника,4,2,0,3,4543.0,4802.5,5157.4,Активен,11,9
216116,Прежний уровень,стандарт,нет,5.3,3,660,0.19,Товары для детей,4,1,2,6,4907.0,5138.0,5067.8,Активен,15,20
216117,Прежний уровень,стандарт,да,4.2,5,503,0.3,Домашний текстиль,5,5,5,19,4603.0,4391.5,4338.2,Активен,20,9
216118,Прежний уровень,стандарт,да,3.6,4,417,0.3,Товары для детей,5,5,2,9,4462.0,3111.0,4412.3,Активен,11,14
216119,Прежний уровень,премиум,да,4.1,3,208,0.13,Косметика и аксесуары,5,2,1,10,5154.0,5004.0,5004.0,Активен,12,8
216120,Прежний уровень,стандарт,нет,4.3,5,145,0.25,Кухонная посуда,4,1,3,4,4429.0,5263.0,6115.8,Активен,18,13
216121,Прежний уровень,стандарт,да,5.0,5,334,0.14,Домашний текстиль,3,3,4,14,5219.0,5273.0,5449.8,Активен,18,12
216122,Прежний уровень,стандарт,да,5.8,5,365,0.17,Техника для красоты и здоровья,6,2,4,8,4545.0,4593.0,4681.4,Активен,11,13
216123,Прежний уровень,стандарт,да,4.7,5,419,0.17,Мелкая бытовая техника и электроника,6,1,5,12,4579.0,4426.0,4423.4,Активен,14,11
216124,Прежний уровень,премиум,да,4.4,4,707,0.23,Мелкая бытовая техника и электроника,5,1,5,7,5211.0,4990.5,4929.4,Активен,13,18
216125,Прежний уровень,стандарт,да,3.3,3,151,0.15,Косметика и аксесуары,4,1,4,5,5235.0,5358.0,5594.6,Активен,20,16
216126,Прежний уровень,стандарт,нет,3.9,4,125,0.14,Товары для детей,4,2,2,14,5279.0,6176.0,5528.6,Активен,18,10
216127,Прежний уровень,стандарт,да,4.5,4,603,0.15,Мелкая бытовая техника и электроника,3,4,5,13,4833.0,5440.5,6097.0,Активен,11,17
216128,Прежний уровень,стандарт,да,4.7,4,420,0.25,Косметика и аксесуары,3,3,2,12,5125.0,4936.0,4902.2,Активен,12,17
216129,Прежний уровень,премиум,да,5.2,4,327,0.22,Домашний текстиль,3,4,7,9,5185.0,4529.5,4091.4,Активен,20,13
216130,Прежний уровень,стандарт,да,3.3,3,322,0.24,Товары для детей,5,0,5,3,5139.0,5256.0,5284.6,Активен,18,20
216131,Прежний уровень,стандарт,да,5.8,4,725,0.3,Товары для детей,3,4,2,6,5464.0,5169.0,5555.1,Активен,12,23
216132,Прежний уровень,стандарт,да,5.5,5,718,0.15,Мелкая бытовая техника и электроника,6,1,5,6,4624.0,4790.5,5064.8,Активен,9,11
216133,Прежний уровень,стандарт,нет,3.9,4,417,0.13,Мелкая бытовая техника и электроника,3,0,1,7,4468.0,5383.0,6306.0,Активен,19,12
216134,Прежний уровень,премиум,да,3.3,5,786,0.16,Косметика и аксесуары,4,0,4,11,4590.0,4926.0,5347.2,Активен,8,19
216135,Прежний уровень,стандарт,нет,5.6,3,563,0.21,Домашний текстиль,4,1,2,13,5357.0,6039.5,6761.0,Активен,8,15
216136,Прежний уровень,стандарт,да,4.1,5,446,0.13,Домашний текстиль,6,2,4,10,4994.0,4608.5,4404.4,Активен,16,13
216137,Прежний уровень,премиум,да,5.4,4,296,0.21,Домашний текстиль,3,5,7,15,4930.0,5569.0,6252.8,Активен,10,12
216138,Прежний уровень,стандарт,нет,4.2,4,245,0.28,Домашний текстиль,4,2,5,6,5202.0,5155.5,5245.2,Активен,20,12
216139,Прежний уровень,стандарт,да,4.8,5,860,0.17,Техника для красоты и здоровья,3,3,8,12,5060.0,5063.0,5190.4,Активен,14,18
216140,Прежний уровень,премиум,да,4.9,3,881,0.13,Домашний текстиль,4,3,5,15,4688.0,5220.5,5812.0,Активен,10,18
216141,Прежний уровень,стандарт,нет,4.0,4,748,0.28,Косметика и аксесуары,4,0,4,9,4885.0,5660.5,6462.6,Активен,14,10
216142,Прежний уровень,стандарт,нет,5.5,5,645,0.28,Товары для детей,4,4,3,14,4974.0,4659.0,4516.0,Активен,13,16
216143,Прежний уровень,стандарт,да,3.6,5,182,0.16,Товары для детей,4,2,3,8,5277.0,5329.0,5413.5,Активен,18,12
216144,Прежний уровень,стандарт,да,4.8,4,541,0.29,Мелкая бытовая техника и электроника,3,5,5,9,5091.0,6337.5,7547.8,Активен,19,11
216145,Прежний уровень,стандарт,да,6.6,5,955,0.17,Товары для детей,3,2,6,5,5456.0,5898.0,5644.5,Активен,17,17
216146,Прежний уровень,стандарт,да,4.8,4,799,0.24,Товары для детей,4,4,9,8,5084.0,5492.0,5268.4,Активен,11,12
216147,Прежний уровень,стандарт,да,5.7,4,1010,0.16,Мелкая бытовая техника и электроника,5,1,7,9,4775.0,5315.0,5913.0,Активен,10,10
216148,Прежний уровень,стандарт,нет,3.6,5,180,0.32,Домашний текстиль,4,4,1,13,4568.0,5841.5,7075.2,Активен,10,4
216149,Прежний уровень,стандарт,да,5.7,4,290,0.16,Мелкая бытовая техника и электроника,5,4,3,12,4820.0,5354.0,5946.8,Активен,19,17
216150,Прежний уровень,стандарт,да,4.3,4,283,0.11,Кухонная посуда,3,4,5,14,4979.0,5789.0,6621.0,Активен,10,10
216151,Прежний уровень,премиум,нет,2.6,4,708,0.13,Товары для детей,2,5,5,14,5241.0,5736.0,5437.0,Активен,14,13
216152,Прежний уровень,стандарт,да,5.8,5,339,0.23,Косметика и аксесуары,3,2,5,9,5185.0,5053.0,5068.6,Активен,21,12
216153,Прежний уровень,стандарт,нет,4.8,5,495,0.14,Косметика и аксесуары,4,3,3,8,5533.0,5365.0,5349.4,Активен,12,17
216154,Прежний уровень,стандарт,да,3.2,4,320,0.18,Домашний текстиль,5,4,1,8,5247.0,6160.5,7082.2,Активен,13,15
216155,Прежний уровень,стандарт,да,5.5,5,121,0.16,Кухонная посуда,4,5,5,7,5100.0,5496.0,5969.2,Активен,20,21
216156,Прежний уровень,стандарт,нет,4.4,3,609,0.27,Товары для детей,5,3,1,9,4552.0,3364.0,4523.6,Активен,12,16
216157,Прежний уровень,стандарт,да,4.0,3,432,0.16,Косметика и аксесуары,4,1,2,13,4685.0,5646.5,6609.8,Активен,17,22
216158,Прежний уровень,стандарт,да,4.4,3,466,0.13,Товары для детей,3,4,2,6,5407.0,4546.0,5422.2,Активен,12,16
216159,Прежний уровень,премиум,да,3.3,5,846,0.25,Мелкая бытовая техника и электроника,6,2,4,6,5368.0,4835.5,4504.0,Активен,9,21
216160,Прежний уровень,стандарт,да,5.8,5,905,0.16,Мелкая бытовая техника и электроника,3,2,7,10,5194.0,5797.0,6449.6,Активен,13,7
216161,Прежний уровень,стандарт,да,4.1,4,606,0.15,Техника для красоты и здоровья,6,1,4,12,4912.0,3973.0,3289.2,Активен,16,17
216162,Прежний уровень,премиум,да,5.5,4,631,0.26,Товары для детей,4,1,4,9,5255.0,5259.5,5385.6,Активен,13,18
216163,Прежний уровень,стандарт,нет,3.9,3,348,0.23,Мелкая бытовая техника и электроника,3,3,3,8,4709.0,5277.5,5900.2,Активен,17,9
216164,Прежний уровень,стандарт,нет,4.9,5,274,0.21,Техника для красоты и здоровья,3,1,9,4,4893.0,4598.0,4984.1,Активен,20,12
216165,Прежний уровень,стандарт,нет,5.4,4,142,0.15,Домашний текстиль,5,3,6,10,5113.0,5188.0,5383.0,Активен,11,11
216166,Прежний уровень,стандарт,да,4.6,4,413,0.24,Домашний текстиль,3,4,2,10,4873.0,5041.0,5316.6,Активен,13,17
216167,Прежний уровень,стандарт,нет,4.4,5,791,0.24,Кухонная посуда,3,1,4,8,4555.0,5132.5,5763.0,Активен,12,20
216168,Прежний уровень,стандарт,да,5.5,4,577,0.17,Товары для детей,4,4,4,16,4707.0,5551.0,4949.1,Активен,22,16
216169,Прежний уровень,премиум,да,4.1,3,748,0.13,Мелкая бытовая техника и электроника,3,1,5,6,5237.0,4943.0,4818.2,Активен,13,18
216170,Прежний уровень,стандарт,да,4.7,4,955,0.25,Товары для детей,4,4,3,7,4968.0,4884.0,5086.8,Активен,11,17
216171,Прежний уровень,стандарт,да,4.7,5,508,0.23,Косметика и аксесуары,4,3,5,6,4906.0,5039.5,5285.2,Активен,15,12
216172,Прежний уровень,премиум,да,5.5,4,633,0.18,Товары для детей,3,4,6,12,4981.0,4381.0,5031.0,Активен,16,16
216173,Прежний уровень,стандарт,нет,4.6,5,234,0.23,Техника для красоты и здоровья,5,1,6,7,4494.0,4554.0,4632.0,Активен,16,8
216174,Прежний уровень,стандарт,нет,5.8,5,852,0.17,Косметика и аксесуары,3,0,6,5,5588.0,5225.0,5040.4,Активен,13,20
216175,Прежний уровень,стандарт,нет,4.7,3,152,0.21,Домашний текстиль,5,3,7,14,4612.0,4984.0,5436.4,Активен,13,12
216176,Прежний уровень,стандарт,да,5.2,3,343,0.3,Косметика и аксесуары,4,1,5,9,4407.0,3558.0,2952.2,Активен,18,9
216177,Прежний уровень,стандарт,да,3.5,4,666,0.21,Мелкая бытовая техника и электроника,2,2,2,8,5132.0,4667.0,4394.0,Активен,21,18
216178,Прежний уровень,стандарт,нет,3.3,4,353,0.18,Товары для детей,2,2,6,15,5010.0,5562.0,5213.6,Активен,19,14
216179,Прежний уровень,стандарт,да,3.6,4,677,0.18,Домашний текстиль,6,1,6,9,5387.0,5109.5,4999.0,Активен,18,18
216180,Прежний уровень,премиум,нет,6.6,4,887,0.25,Мелкая бытовая техника и электроника,5,3,4,13,4655.0,5654.0,6649.8,Активен,12,19
216181,Прежний уровень,премиум,да,3.9,5,921,0.24,Товары для детей,5,2,8,8,5213.0,6092.0,5460.2,Активен,19,16
216182,Прежний уровень,стандарт,да,6.1,4,395,0.17,Домашний текстиль,4,4,5,10,5045.0,5627.0,6261.4,Активен,14,6
216183,Прежний уровень,стандарт,нет,5.3,4,192,0.25,Кухонная посуда,3,4,2,8,5463.0,5421.0,5514.6,Активен,17,13
216184,Прежний уровень,стандарт,да,4.3,4,847,0.25,Техника для красоты и здоровья,5,2,3,12,4542.0,4520.0,4845.0,Активен,14,13
216185,Прежний уровень,стандарт,нет,4.3,4,330,0.27,Мелкая бытовая техника и электроника,5,2,2,7,5242.0,5474.5,5806.0,Активен,10,14
